variant,lemma
extranjero,extranjera
extrano,extranar
extraterrestre,extraterrestr
extravagancia,extravagante
extraviado,extraviar
extremadamente,extremo
extremidad,extremo
extremista,extremo
extrán,extranar
fabi,fabiar
fabio,fabiar
fabrica,fabricar
fabricacion,fabricar
fabricado,fabricar
fabricante,fabricar
fabuloso,fabula
fachada,facha
facho,facha
facilidad,facil
facilismo,facil
facilmente,facil
facturado,factura
faje,fajar
fajo,fajar
fajos,fajar
faldas,falda
faldo,falda
falla,fallar
fallado,fallar
fallecido,fallecer
fallecimiento,fallecer
fallido,fallar
fallir,fallar
fallo,fallar
falsa,falsear
falseado,falsear
falsificación,falsificacion
falso,falsear
falta,faltar
faltado,faltar
faltir,faltar
falto,faltar
familia,familiar
familio,familiar
famosisimo,famosisima
famoso,famosa
fanatico,fanatica
fanatismo,fanatica
fantaseado,fantasear
fantaseamos,fantasear
fantasee,fantasea
fantaseo,fantasea
fantasio,fantasia
fantasioso,fantasia
fantasmas,fantasma
fantastico,fantastica
farola,farol
fascinacion,fascinar
fascinado,fascinar
fascinante,fascinar
fascino,fascinar
fastidiado,fastidiar
fastidio,fastidiar
fastidioso,fastidiar
fatalidad,fatal
fatalmente,fatal
favorable,favor
favorecido,favorecer
favorito,favorita
fechado,fecha
federacion,federico
federalismo,federal
felicidad,felic
felicitación,felicitar
felicitir,felicitar
felino,felina
felizmente,feliz
feminista,feminismo
fernado,ferne
ferozmente,feroz
ferran,ferrer
ferre,ferrer
ferreo,ferrea
ferrir,ferrer
ferro,ferrer
fervoroso,fervor
festejado,festejar
festejandolo,festejar
festejara,festejar
festejaremos,festejar
festejer,festejar
festejo,festejar
festividad,festivo
fetido,feta
feto,feta
fiambre,fiambr
ficción,ficcion
ficticio,ficticia
fidedigno,fidedigna
fidelidad,fidel
fiero,fiera
fiesto,fiesta
figura,figurar
figurado,figurar
figurante,figurar
fijamente,fijar
fije,fijar
fijo,fijar
filipino,filipina
filma,filmar
filmarme,filmar
filme,filmar
filo,fila
filoso,filós
filosofica,filosofo
filosoficamente,filosofo
filosofico,filosofo
filtro,filtrar
finado,fino
finalizacion,finalizar
finalizado,finalizar
finalmente,finales
financiacion,financiar
financiado,financiar
fines,fino
finge,fingir
fingen,fingir
fingio,fingia
fingirer,fingirar
fingirme,fingir
firma,firmar
firmado,firmar
firme,firmar
firmo,firmar
fisgón,fisgonear
fisicamente,fisica
fisico,fisica
fixture,fixtur
flaco,flaca
flamantes,flamante
flandrio,flandria
flexión,flexion
floreado,flor
florecimiento,florecer
floro,flor
flota,flotar
flote,flotar
fluorescente,fluorescent
fobio,fobia
foco,foca
folclorico,folclore
folclorista,folclore
folklorica,folklore
follamos,follar
folle,follar
folletín,folletin
fondo,fonda
forma,formar
formado,formar
formateado,formato
formo,formar
formula,formular
formulir,formular
fornicacion,fornicar
foro,for
forra,forrir
forro,forrir
fortuito,fortuitar
forza,forzar
forzado,forzar
fosa,fós
fotocopiadora,fotocopia
fotografia,fotografiar
fotografico,fotografo
fotografio,fotografiar
fracasa,fracasar
fracasado,fracasar
fracaso,fracasar
fracturado,fractura
fragilidad,fragil
fragmentacion,fragmento
fragmentado,fragmento
francamente,france
frances,france
francesa,francés
franchesca,franchescar
franchesco,franchescar
francisca,franciscar
franciscir,franciscar
francisco,franciscar
franco,france
franela,franelear
frazado,frazada
frecuente,frecuentar
frecuento,frecuentar
frena,frenar
freneticamente,frenetico
freno,frenar
fresco,fresca
frio,fria
frivolidad,frivola
frivolo,frivola
frustraciones,frustracion
frutado,fruta
fruto,fruta
fuenton,fuentonir
fuentón,fuentonir
fuerir,fuerar
fuero,fuerar
fuerzo,fuerza
fugado,fuga
fuma,fumar
fumado,fumar
fumadora,fumador
fuman,fumar
fumario,fumariar
fume,fumar
fumen,fumar
fumes,fumar
fumir,fumar
fumo,fumar
funcion,funcionar
funciona,funcionar
funcionado,funcionar
funcionamiento,funcionar
funcione,funcionar
funcionir,funcionar
funciono,funcionar
función,funcionar
funda,fundar
fundado,fundar
fundamos,fundar
fundido,fundar
fundir,fundar
funerario,funeraria
fusil,fusilar
fusilado,fusilar
fusion,fusionar
futbolista,futbol
gabriela,gabriel
gabrielo,gabriel
gala,galar
galan,galar
gallego,gallega
galopante,galopar
galope,galopar
gana,ganar
ganabamos,ganabar
ganado,ganar
ganara,ganar
ganas,ganar
gano,ganar
garabato,garabatear
garcha,garchar
garcho,garchar
garuado,garue
gasallo,gasalla
gastado,gastar
gastarme,gastar
gasto,gastar
gastronomica,gastronomos
gastronomico,gastronomos
gata,gatar
gate,gatar
gatear,gatar
gateir,gatar
gates,gatar
gatillo,gatillar
gato,gatar
gauchada,gaucho
gaya,gay
gelatinas,gelatina
gelatinoso,gelatina
gelido,gel
generacion,generar
generación,generar
generado,generar
generador,generar
generadora,generar
generalizacion,generalizar
generalizado,generalizar
generalmente,general
generara,generar
generica,generar
generico,generar
genero,generar
generosamente,generar
generosidad,generar
generoso,generar
genetico,genetica
genetista,genetica
genialidad,genial
genio,genia
genuino,genuín
gerente,gerent
germinacion,germino
geronte,geront
gesta,gestar
gestado,gestar
gesticula,gesticular
gesto,gestar
gestora,gestor
gestualidad,gestual
gigantesco,gigantesca
gilada,gil
gilipolla,gilipoll
gilun,gilunir
gimnasio,gimnasia
gira,girar
giran,girar
giro,girar
globo,globe
gobernacion,gobernar
gobernador,gobernar
gobernante,gobernar
goberno,gobernar
gol,golear
goleada,golear
goleado,golear
golpe,golpear
golpeado,golpear
golpearme,golpear
golpedan,golpedir
golpeir,golpear
golpeo,golpee
gonzalo,gonzalir
google,googlar
googlear,googlar
googleir,googlar
gordito,gordita
gordos,gorda
got,gotear
gota,gotear
goza,gozar
gozo,gozar
grabada,grabar
grabado,grabar
grabadora,grabador
grabarla,grabar
grabir,grabar
grabo,grabar
gracia,graciar
gracian,graciar
gracias,graciar
grado,grada
grafica,graficar
graficir,graficar
grafico,graficar
gramatico,gramatica
granada,grano
grandisimo,grandisima
grandot,grandotar
grandota,grandotar
grandote,grandotar
grasiento,grasienta
graso,grasa
griego,griega
grillo,grilla
grita,gritar
gritan,gritar
gritara,gritar
gritase,gritar
grite,gritar
gritir,gritar
grito,gritar
grueso,gruesa
grunido,grune
grupo,grup
guacho,guacha
guante,guant
guapo,guapa
guarda,guardar
guardado,guardar
guardaespaldas,guardaespalda
guardarme,guardar
guardia,guardiar
guardian,guardiar
guardir,guardar
guardo,guardar
guarro,guarra
guerrero,guerrera
guevara,guevar
guevo,guevar
guia,guiar
guiir,guiar
guillotina,guillotín
guino,guinar
guionista,guionistar
guita,guitir
guitarrista,guitarra
guito,guitir
guión,guion
gurundarena,gurundarén
gustario,gustariar
gustito,gustitir
gusto,gustar
haba,haber
haberla,haber
haberlo,haber
haberme,haber
habilidad,habil
habilitacion,habilitar
habilito,habilitar
habitacion,habitar
habitación,habitar
habitado,habitar
habitante,habitar
habito,habitar
habituado,habituar
habitualmente,habitual
habl,hablar
hablabir,hablabar
hablado,hablar
hablare,hablarar
hablarer,hablarar
hable,hablar
habler,hablar
hablir,hablar
hablo,hablar
hace,hacer
hacelo,hacelir
hacerlos,hacer
hacerme,hacer
hacernos,hacer
hacerte,hacertir
haciendolo,hacer
haciendome,hacer
haga,hagar
halago,halagar
hall,hallar
halo,hala
hambre,hambrir
hambreado,hambrir
harar,har
haras,har
hare,har
haria,hariar
hariamos,hariar
harian,hariar
hario,hariar
harir,har
harta,hartar
harto,hartar
hastiado,hastio
hazana,hazán
heladerio,heladeria
helado,helada
helvetico,helvetica
hembra,hembrar
hembrir,hembrar
herede,heredar
heredero,heredera
hereje,herej
herida,herir
herido,herir
hermana,hermanir
hermanado,hermanir
hermanito,hermanita
hermano,hermanir
hermetico,hermetica
hermoso,hermosa
hermán,hermanir
hero,herir
heroes,herir
heroicidad,heroico
heroir,herir
hervia,herviar
hervida,hervir
hervido,hervir
hiciste,hicir
hicistir,hicistar
hidraulico,hidraulica
hielo,hiel
higado,higir
higiene,higienir
higo,higir
hija,hijar
hijito,hijita
hijo,hijar
hilachas,hilacha
hilo,hilar
hilvanada,hilvanar
hincha,hinchar
hinchada,hinchar
hinchado,hinchar
hinchara,hinchar
hinche,hinchar
hindues,hindu
hipnotizado,hipnotizar
hipo,hipar
hipocresia,hipocresiar
hipocrita,hipocritar
hipotecado,hipoteca
hipoteticamente,hipotetico
hippies,hippie
histerico,histerica
histeriqueir,histeriquear
histerismo,histerica
historia,historiar
historiador,historiar
historicamente,historico
historio,historiar
hobbie,hobbi
hoja,hojear
hola,holar
holand,holandir
holanda,holandir
holmes,holm
holo,holar
holograma,hologramar
hombr,hombrar
hombre,hombrar
hombro,hombrar
homenaje,homenajear
homenajearme,homenajear
homo,home
homosexualidad,homosexual
honestamente,honesto
honestidad,honesto
hongo,hong
honrado,honrar
hora,horar
horado,horar
horchata,horchatar
horito,horita
horizontalmente,horizontal
horno,hornear
horrendo,horrenda
horrible,horribl
horroroso,horror
hueco,hueca
huel,huelar
huela,huelar
huele,huelar
huelen,huelar
huelo,huelar
huerfano,huerfana
huidizo,huidiza
huido,huida
humanamente,humano
humanidad,humano
humanista,humano
humanos,humano
humeda,humedar
humedad,humedar
humedo,humedar
humildad,humilde
humilla,humillar
humillacion,humillar
humillación,humillar
humillado,humillar
humillante,humillar
humo,humear
humorismo,humor
humorista,humor
hundido,hundir
hundio,hundi
hundo,hundir
huracan,huracar
hurtir,hurtar
hurto,hurtar
iberico,iberica
ibizo,ibiza
idea,idear
ideado,idear
identico,identica
identidad,identica
identificado,identificar
ideologico,ideologica
ideologio,ideologia
idiota,idiotar
idiotizado,idiotizar
idioto,idiotar
idolatra,idolatrar
idolatrado,idolatrar
iglesias,iglesia
ignorancia,ignorar
ignorante,ignorar
igualito,igualita
igualmente,igualar
ikeo,ikea
iluminacion,iluminar
iluminado,iluminar
ilumino,iluminar
ilusionado,ilusion
ilusión,ilusion
ilustracion,ilustrar
ilustración,ilustrar
ilustrado,ilustrar
ilustrador,ilustrar
ilustre,ilustrar
imagen,imag
imagina,imaginar
imaginable,imaginar
imaginacion,imaginar
imaginado,imaginar
imaginandolo,imaginar
imaginara,imaginar
imaginario,imaginaria
imaginate,imaginatar
imagine,imaginar
imaginer,imaginar
imagino,imaginar
imagín,imaginar
imitacion,imitar
imitación,imitar
imitado,imitar
impaciencia,impaciente
impagable,impago
imparable,impar
imparte,impartir
impensable,impensado
imperativo,imperar
imperioso,imperio
impero,imperar
imperterrito,imperterrita
impertinencia,impertinente
implicación,implicar
implicado,implicar
importamos,importar
importancia,importar
importante,importar
importantisimo,importantisima
importe,importar
importir,importar
imposibilidad,imposibile
impotencia,impotente
impresion,impresionar
impresionable,impresionar
impresionante,impresionar
impresión,impresionar
impresora,impresor
imprimi,imprimiar
imprimir,imprimar
imprimirla,imprimar
impronta,improntar
improvisado,improvisar
impugna,impugnar
impugnamos,impugnar
impulsado,impulsar
impulso,impulsar
impunemente,impune
impunidad,impune
imán,iman
inadmitido,inadmitir
inanimado,inanimada
inaudito,inaudita
inauguracion,inaugurar
inaugurado,inaugurar
inauguramos,inaugurar
inauguro,inaugurar
incendiado,incendie
incendio,incendie
incidencia,incidente
incineracion,incinerar
incitador,incitar
inclinacion,inclinar
inclinación,inclinar
inclinado,inclinar
incluido,incluir
incluidos,incluir
incluyo,incluir
incomoda,incomodir
incomodidad,incomodir
incomodo,incomodir
incordioso,incordio
incorporado,incorporar
incorporer,incorporar
incorporo,incorporar
incorrecto,incorrecta
incredulidad,incredular
incredulo,incredular
increibl,increiblir
increible,increiblir
increiblemente,increiblir
increpa,increpar
incrustado,incrusta
incruste,incrusta
incrusto,incrusta
inculcamos,inculcar
incursión,incursionar
indago,indagar
indecente,indecent
independentista,independencia
indeseable,indeseado
indica,indicar
indicacion,indicar
indicación,indicar
indicado,indicar
indice,indicar
indico,indicar
indiferencia,indiferente
indigencia,indigente
indignacion,indignar
indignado,indignar
indio,india
indirectamente,indirecto
individualmente,individual
indocumentacion,indocumentado
industrio,industria
infame,infamar
infanto,infante
infausto,infausta
inferioridad,inferior
infieles,infiel
infinitamente,infinito
infinitivo,infinito
influyo,influir
informacion,informar
información,informar
informado,informar
informamos,informar
informante,informar
informatico,informatica
informativo,informar
informe,informar
informir,informar
ingenio,ingeniar
ingenioso,ingeniar
ingenuamente,ingenua
ingenuidad,ingenua
ingenuo,ingenua
inglés,ingles
ingrato,ingratar
ingrediente,ingredient
ingresado,ingresar
ingreso,ingresar
ingrés,ingresar
inhumano,inhumana
iniciacion,iniciar
iniciado,iniciar
iniciativa,iniciar
inicio,iniciar
injustamente,injusta
injusto,injusta
inmediatamente,inmediato
inmensamente,inmenso
inmensidad,inmenso
inmigracion,inmigrante
inminencia,inminente
inmobiliaria,inmobiliariar
inmobiliario,inmobiliariar
inmoralidad,inmoral
inmortalidad,inmortal
inmortalizado,inmortalizar
inmovilidad,inmovil
inmuniza,inmunizar
inmunizado,inmunizar
innumerable,innumera
inocencia,inocente
inocuo,inocua
inoportuno,inoportún
inquietante,inquietar
inquieto,inquietar
inseguridad,inseguro
insensato,insensata
insignificancia,insignificante
insistencia,insistente
insisti,insistiar
insistia,insistiar
insistio,insistiar
insisto,insistir
insolencia,insolente
insolito,insolita
insomne,insomn
inspiracion,inspirar
inspirado,inspirar
inspiro,inspirar
instal,instalar
instalado,instalar
instalo,instalar
instaurado,instaurar
instintivo,instinto
institute,institut
instituto,institut
instrucción,instruccion
instruido,instruir
insulto,insultar
integracion,integrar
integrado,integrar
integramos,integrar
integrante,integrar
integro,integrar
intelectualmente,intelectual
inteligencia,inteligente
intempestivamente,intempestivo
intención,intencion
intendencia,intendent
intendente,intendent
intensamente,intensir
intensidad,intensir
intensivo,intensir
intenso,intensir
intentado,intentar
intentare,intentarar
intentarir,intentarar
intente,intentar
intento,intentar
interactuamos,interactuar
intercambio,intercambiar
interceptado,interceptar
intercepto,interceptar
interesado,interesar
interesante,interesar
intereso,interesar
intermedio,intermediar
interminablemente,interminable
interna,internar
internacion,internar
internado,internar
internationale,international
internautico,internauta
interno,internar
interpretacion,interpretar
interpretación,interpretar
interpretado,interpretar
interrogacion,interrogar
interrogador,interrogar
interrogativo,interrogar
interrumpe,interrumpir
interrumpi,interrumpiar
interrumpido,interrumpir
interrumpio,interrumpiar
interrumpirla,interrumpir
interrumpo,interrumpir
interrupción,interrupcion
intervención,intervencion
interés,interesar
intima,intimar
intimamente,intimar
intimidad,intimar
intimidado,intimidar
intimidador,intimidar
intimidir,intimidar
intimo,intimar
intrascendencia,intrascendente
intrigado,intriga
introducción,introduccion
introvertido,introvertir
intrusiva,intrusa
intruso,intrusa
intui,intuiar
intuyo,intuir
inundacion,inundado
inundación,inundado
inutilidad,inutil
inutilizandolo,inutilizable
inutilmente,inutil
invadido,invadar
invadir,invadar
invasión,invasion
inventado,inventar
inventamos,inventar
invente,inventar
invento,inventar
inverso,inversa
investigacion,investigar
investigación,investigar
investigador,investigar
investigadora,investigar
invita,invitar
invitacion,invitar
invitación,invitar
invitada,invitar
invitado,invitar
invitamos,invitar
invite,invitar
inviter,invitar
invitir,invitar
invito,invitar
involuntariamente,involuntario
inyección,inyeccion
inyectado,inyectar
iraolo,iraola
iri,iriar
iriir,iriar
irio,iriar
irlanda,irland
ironico,ironica
irrealidad,irreal
irremediablemente,irremediable
irreverencia,irreverente
islamica,islam
islamico,islam
islamismo,islam
islandia,islandiar
italiano,italiana
izquierdo,izquierda
jama,jamar
jamas,jamar
james,jamar
japones,japon
japonesa,japonés
japón,japon
jardín,jardin
jefe,jefa
jeremias,jeremia
jeroen,jerar
jesico,jesica
jocoso,jocosa
joda,jodar
joder,jodar
jodido,jodar
jodir,jodar
jofre,jofrir
josemario,josemaria
joto,jota
jovencito,jovencita
juana,juanar
juancarlos,juancar
jubilacion,jubilir
jubilada,jubilir
jubilado,jubilir
jubilo,jubilir
judio,judia
judios,judia
juegos,juego
jueguitos,jueguito
jueza,juez
jugabamos,jugabar
jugabas,jugar
jugada,jugar
jugado,jugar
jugadora,jugador
jugamos,jugar
jugando,jugar
jugo,jugar
juguet,juguetear
juguete,juguetear
juguetón,jugueton
julio,julia
junin,juninir
junta,juntar
juntarla,juntar
juntir,juntar
jura,jurar
jurado,jurar
juran,jurar
juro,jurar
justamente,justo
justificado,justificar
juzgado,juzgar
juzgo,juzgar
karlo,karl
kazajistan,kazajistar
labio,labia
laborable,labor
laboralmente,laboral
laburador,laburar
laburan,laburar
laburo,laburar
ladeado,ladear
lados,ladear
ladrido,ladrar
ladrón,ladron
lagrima,lagrimear
lambida,lambada
lamentablemente,lamentar
lamente,lamentar
lamento,lamentar
lamentos,lamentar
lamer,lamar
lampara,lampar
languido,languida
lanza,lanzar
lanzado,lanzar
larga,largar
largamente,largar
larguisimo,larguisima
lastima,lastimar
lastimado,lastimar
lastimo,lastimar
lastimoso,lastimar
lata,latar
late,latar
lateir,latar
lati,latiar
latido,latar
latiendome,latar
latigazos,latigazo
latino,latin
latir,latar
latitud,latitudir
lavado,lavar
lave,lavar
lavir,lavar
lavo,lavar
lección,leccion
lechero,lechera
lecho,leche
lechuga,lechugar
lectora,lector
leera,leer
legalista,legal
legislacion,legislar
legislativo,legislar
lei,leiar
leia,leiar
lejano,lejana
lenadora,lenador
leno,lena
lenta,lent
lentamente,lent
lente,lent
lento,lent
lesbiano,lesbiana
lesionado,lesion
lesiono,lesion
letrista,letristar
levant,levantar
levanta,levantar
levantado,levantar
levantando,levantar
levantandome,levantar
levante,levantar
levanto,levantar
levita,levitar
leyendo,leyenda
leyendome,leyendomar
leyera,leyerar
leyerir,leyerar
leyo,ley
león,leon
libera,liberar
liberacion,liberar
liberado,liberar
liberador,liberar
liberan,liberar
libertad,libertar
libertador,libertar
libra,librar
librado,librar
libre,librar
librerio,libreria
librero,librerir
licencia,licenciar
licenciado,licenciar
licito,licita
liderado,liderar
ligado,liga
ligaste,liga
ligero,ligera
lima,limar
limeno,limena
limit,limitar
limitacion,limitar
limitación,limitar
limitado,limitar
limite,limitar
limito,limitar
limitrof,limitrofir
limitrofe,limitrofir
limo,limar
limpia,limpiar
limpiado,limpiar
limpie,limpiar
limpiir,limpiar
limpio,limpiar
limón,limon
lincho,linchar
linda,lindar
lindo,lindar
line,lin
lingote,lingot
linguistico,linguistica
linotipista,linotipo
linyero,linyera
liquido,liquid
lirir,lirar
liro,lirar
lista,listir
listada,listir
listado,listir
listo,listir
literalidad,literal
literalmente,literal
llam,llamar
llama,llamar
llamaba,llamar
llamabamos,llamabar
llamabas,llamar
llamada,llamar
llamado,llamar
llamarada,llamarar
llamarado,llamarar
llamariamos,llamariar
llamario,llamariar
llamarme,llamar
llame,llamar
llamir,llamar
llamo,llamar
llanamente,llanar
llano,llanar
llanto,llanta
llega,llegar
llegada,llegar
llegado,llegar
llegandonos,llegar
llegara,llegar
llegare,llegarar
llegarer,llegarar
llegaria,llegariar
llegario,llegariar
llego,llegar
llegues,llegar
llena,llenar
llenandolo,llenar
llenase,llenar
llenir,llenar
lleno,llenar
llev,llevar
llevabamos,llevabar
llevabas,llevar
llevabir,llevabar
llevada,llevar
llevado,llevar
llevandola,llevar
llevandolo,llevar
llevario,llevariar
llevarlo,llevar
llevarme,llevar
lleve,llevar
llor,llorar
llora,llorar
lloraba,llorar
llorado,llorar
lloran,llorar
llorando,llorar
llorara,llorar
llore,llorar
llorir,llorar
lloro,llorar
llorona,lloron
lloroso,llorosa
llovizna,lloviznar
lluvioso,lluviós
loca,locar
localidad,local
localmente,local
locamente,locar
loco,locar
locuro,locura
locutora,locutor
logaritmos,logaritmo
logicamente,logico
lograba,lograr
logrado,lograr
logre,lograr
logrer,lograr
logro,lograr
loman,loma
lomo,loma
longa,long
longevidad,longevo
lorena,lorenir
lorene,lorenir
lorenzo,lorenz
loro,lora
louise,louisir
lucha,luchar
lucho,luchar
lucido,lucir
lucita,lucitar
lucra,lucrar
lujan,lujar
lujo,lujar
lujos,lujar
lujuria,lujuriar
lujurioso,lujuriar
luminoso,luminica
luna,lunar
lunes,lunar
lunir,lunar
luno,lunar
lustrado,lustrar
lustro,lustrar
luz,luzar
luza,luzar
lún,lunar
macabra,macabrir
macabro,macabrir
machado,machar
macho,machar
macizo,maciza
madrid,madr
madrileno,madrilena
madrugada,madrugar
madrugador,madrugar
madura,madurar
madurando,madurar
maduro,madurar
maestro,maestra
magicamente,magica
magico,magica
magistrado,magistrada
mago,maga
majestuosidad,majestuoso
mala,malar
malabarista,malabarismo
malamente,malar
malcriado,malcriar
maleducado,maleducada
malentendido,malentendida
malformación,malformacion
malgastado,malgastar
malhumorado,malhumor
malo,malar
maltratado,maltratar
mama,mamar
mamita,mamitar
mamito,mamitar
mana,man
manada,man
manado,man
mancha,manchar
manchado,manchar
mancho,manchar
mancillado,mancillar
manda,mandar
mandado,mandar
mandamos,mandar
mandandome,mandar
mandarla,mandar
mande,mandar
mandir,mandar
mando,mandar
manejable,manejar
manejer,manejar
manejo,manejar
mango,manga
manguera,manguerear
manguerearme,manguerear
mania,mani
maniatado,maniatar
manie,mani
manifestacion,manifestar
manifestación,manifestar
manifestante,manifestar
manipulacion,manipular
manipuladora,manipular
manipulan,manipular
mano,man
manos,man
manoseado,manosear
manoseir,manosear
mansión,mansion
manta,mantir
manteco,manteca
mantecoso,manteca
mantenido,mantener
mantenio,mantenia
manto,mantir
mantuvimos,mantuvir
manualidad,manual
manuel,manuelar
manuela,manuelar
manuelita,manuelitar
manuelito,manuelitar
manuelo,manuelar
manzana,manzán
mapa,map
maquillado,maquillar
maquillaje,maquillaj
maquillarla,maquillar
maquille,maquillar
maquina,maquinar
maquín,maquinar
maracana,maracán
maradona,maradonar
maradón,maradonar
maravilla,maravillar
maravillado,maravillar
maravillan,maravillar
maravillo,maravillar
maravillosa,maravillar
maravillosamente,maravillar
maravilloso,maravillar
marc,marcar
marca,marcar
marcado,marcar
marcelo,marcel
marcha,marchar
marco,marcar
marcos,marcar
mareado,mar
marear,mar
marejada,mareja
mareo,marea
mares,mar
margarita,margaritar
mariano,mariana
marias,maria
maricón,maricon
marido,mar
marie,maria
marihuana,marihuán
marimachos,marimacho
marina,marin
marino,marin
mario,maria
marir,mar
marrone,marron
marruecos,marrueco
marrón,marron
marte,martar
martes,martar
martille,martillar
martillo,martillar
martin,martinar
martir,martar
marto,martar
marín,marin
masa,masar
masacr,masacrar
masacre,masacrar
masaje,masajear
mascara,mascar
masco,mascar
masculinidad,masculina
masculino,masculina
masivamente,masivo
masoco,masoca
masoquista,masoquismo
mastica,masticar
masticable,masticar
masticada,masticar
masticado,masticar
mastico,masticar
masturbarme,masturbar
masturbo,masturbar
mata,matar
matado,matar
matario,matariar
matarlo,matar
mataste,matar
mate,matar
matematico,matematica
materno,maternar
matina,matín
matine,matín
matiz,matizar
mato,matar
matricula,matricular
matriculo,matricular
mauro,maura
maxima,maximar
maxime,maximar
maximir,maximar
maximo,maximar
mayo,may
mayoria,mayoriar
mayorio,mayoriar
mayoritariamente,mayoritaria
mayoritario,mayoritaria
mayuscula,mayuscular
meana,mean
meca,mecir
mecanicamente,mecanico
mecanismo,mecanico
media,mediar
mediados,mediar
medianamente,mediano
medias,mediar
mediatico,mediatica
medicacion,medicar
medicado,medicar
medicine,medicina
medico,medicar
medicos,medicar
medida,medir
medido,medir
mediocre,mediocr
mediocres,mediocr
mediocridad,mediocr
meditado,meditar
mega,meg
mejora,mejorar
mejorada,mejorar
mejorado,mejorar
mejorarme,mejorar
mejoro,mejorar
melliza,mellizar
mellizo,mellizar
memoria,memoriar
memorio,memoriar
memorioso,memoriar
memoriza,memorizar
memorizada,memorizar
memorizado,memorizar
memorizo,memorizar
men,menear
menciona,mencionar
mencionado,mencionar
mencionara,mencionar
menciono,mencionar
mendigo,mendigar
mendocino,mendocina
menguo,menguar
mensualidad,mensual
ment,mentar
menta,mentar
mentalidad,mental
mentalmente,mental
mente,mentar
mentia,menti
mentian,menti
mentir,mentar
mentira,mentirar
mentiro,mentirar
mentirosa,mentirar
mentiroso,mentirar
mercachifle,mercachifl
mercado,merca
merced,merca
mercedina,mercedín
mercedino,mercedín
merec,merecer
merecia,mereciar
merecido,merecer
mermado,mermar
mesa,mes
mesada,mes
mesado,mes
met,metar
meta,metar
metafisico,metafisica
metaforico,metafora
metalampo,metalampar
metale,metal
metalica,metal
metalico,metal
mete,metar
meter,metar
metera,meterar
meterlos,metar
meterme,metar
metesaco,metesaca
meti,metiar
metia,metiar
metida,metar
metido,metar
metiendome,metar
metimos,metar
metio,metiar
meto,metar
metodico,metodo
metodos,metodo
metros,metro
mezcla,mezclar
mezclado,mezclar
mezclandolo,mezclar
mezcle,mezclar
mezclir,mezclar
mezclo,mezclar
meán,mean
michione,michionir
microondas,microonda
micropene,micropén
miedoso,miedosa
miento,miente
miercoles,miercol
mierda,mierdar
mierdo,mierdar
milagrosa,milagro
milagrosamente,milagro
milagroso,milagro
milan,mile
milano,milán
milimetrico,milimetro
miller,millar
millonada,millon
millón,millon
milo,mile
milonga,milongar
mimado,mimar
mime,mimar
mimo,mimar
minado,mina
minimo,minima
ministro,ministra
mintio,mintiir
minuciosamente,minucia
minucioso,minucia
minusculo,minuscula
miope,miop
mira,mir
miraba,mir
mirabamos,mirabar
mirabir,mirabar
mirada,mir
mirado,mir
miral,miralir
miralo,miralir
mirame,miramir
miramo,miramir
miran,mir
mirandolo,mir
mirandome,mir
mirar,mir
mirara,mir
mirario,mirariar
mirarla,mir
mirarlo,mir
miras,mir
mire,mir
mireia,mireiar
miren,mir
mirer,mir
miscelaneo,miscelanea
miserable,misero
miserablemente,misero
miseria,miseriar
miserio,miseriar
mismisimo,mismisima
misteriosa,misterio
misteriosamente,misterio
misterioso,misterio
mitad,mito
mochila,mochilar
mochilo,mochilar
modelo,model
moderado,moderar
moderador,moderar
modernidad,moderna
moderno,moderna
modificado,modificar
modos,moda
modosito,modosita
mofo,mofa
mogolismo,mogolico
moja,mojar
mojada,mojar
mojado,mojar
mojo,mojar
molde,mold
moldeado,mold
moleste,molestar
molestir,molestar
molesto,molestar
molta,molt
molto,molt
momentaneo,momentanea
moneda,monedir
monigote,monigot
monogamio,monogamia
monologo,monologar
monotono,monotona
montado,montar
monte,montar
montón,monton
moqueado,moquear
mor,morar
morado,morar
moralejo,moraleja
moralmente,moral
morbido,morbo
morboso,morbosa
morder,mordar
morderme,mordar
mordernos,mordar
mordi,mordiar
mordida,mordar
mordido,mordar
mordiendome,mordar
mordio,mordiar
moreno,morena
moria,moriar
morio,moriar
morir,morar
morira,morirar
morire,morirar
moririan,moririar
mormón,mormon
moro,morar
morochito,morochita
morocho,morocha
morrón,morron
morto,morte
mosquito,mosquita
mostaza,mostazar
mostrandome,mostrar
mostrarselas,mostrar
mostro,mostrar
mote,mot
motito,motita
motivo,motivar
moto,mot
motora,motor
motorista,motor
move,mover
moverme,mover
moves,mover
movida,mover
movido,mover
movilidad,movil
movio,movia
movistir,movistar
mucamo,mucama
muchacho,muchacha
muchisimo,muchisima
muchisimos,muchisir
muda,mudar
mudamos,mudar
mudir,mudar
mudo,mudar
mudos,mudar
mueble,muebl
muerde,muerdar
muere,muera
muero,muera
muerte,muerta
muerto,muerta
muestro,muestra
mugido,muge
mugriento,mugrienta
multa,multar
multas,multar
multiformidad,multiforme
multiple,multipl
multiplicacion,multipl
multiplicado,multiplicar
mundano,mundán
mundialista,mundial
mundialmente,mundial
muneco,muneca
municipalidad,municipal
muriendo,muro
murio,muriir
murmuro,murmurar
musculoso,musculo
musicalidad,musical
musico,musica
musulman,musulmar
musulmana,musulmán
mute,mutar
mutilacion,mutilado
mutir,mutar
mutuamente,mutuo
nace,nacer
naceran,nacerar
nacha,nachir
nacho,nachir
naci,naciar
nacia,naciar
nacian,naciar
